brand,item,price,img_url,product_url
J.Crew,Black Watch tartan flannel pajama set,$98,"https://www.jcrew.com/s7-img-facade/F8368_WU3237?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/flannel-pajama-set/MP488?color_name=blackwatch-plaid-midnigh
J.Crew,Long-sleeve flannel sleep set in buffalo check plaid,$98,"https://www.jcrew.com/s7-img-facade/AF075_WX8036?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/flannel-pajama-set/MP488?color_name=buffalo-check-red
J.Crew,Flannel pajama set in white-out plaid,$98,"https://www.jcrew.com/s7-img-facade/H2326_WX8756?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/flannel-pajama-set/MP488?color_name=red-multi
J.Crew,Dreamy long-sleeve cotton pajama set,$78,"https://www.jcrew.com/s7-img-facade/AC318_GY0077?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-longsleeve-cotton-pajama-set/AC318?color_name=hthr-gray
J.Crew,Dreamy long-sleeve cotton pajama set,$78,"https://www.jcrew.com/s7-img-facade/AC318_PK6273?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-longsleeve-cotton-pajama-set/AC318?color_name=soft-azalea
J.Crew,Dreamy long-sleeve cotton pajama set,$78,"https://www.jcrew.com/s7-img-facade/AC318_BL8133?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-longsleeve-cotton-pajama-set/AC318?color_name=navy
J.Crew,Dreamy cotton pajama set in stripe,$88,"https://www.jcrew.com/s7-img-facade/B7341_KU6548?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-cotton-pajama-set-in-stripe/B7341?color_name=dreamy-st-hthr-graphite
J.Crew,Dreamy cotton pajama set in stripe,$88,"https://www.jcrew.com/s7-img-facade/B7341_WY3793?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-cotton-pajama-set-in-stripe/B7341?color_name=red-pink
J.Crew,Dreamy cotton pajama set in stripe,$88,"https://www.jcrew.com/s7-img-facade/B7341_KL3456?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/p/womens_category/pajamas_intimates/pajamasets/dreamy-cotton-pajama-set-in-stripe/B7341?color_name=clssc-dreamy-stp-navy-iv
J.Crew,Dreamy henley pajama set in candy cane stripe,$78,"https://www.jcrew.com/s7-img-facade/AT566_KF1444?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/dreamy-henley-pajama-set/MP486?color_name=ivory-navy-pink
J.Crew,Dreamy henley pajama set in string lights,$78,"https://www.jcrew.com/s7-img-facade/AT574_WY5832?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/dreamy-henley-pajama-set/MP486?color_name=ivory-multi
J.Crew,Vintage pajama set in leopard,$98,"https://www.jcrew.com/s7-img-facade/AS206_WY2477?fmt=jpeg&qlt=90,0&resMode=sharp&op_usm=.1,0,0,0&crop=0,0,0,0&wid=480&hei=480",https://www.jcrew.com/m/womens_category/pajamas_intimates/pajamasets/vintage-pajama-set/MP421?color_name=brown-black
